steming_data,Score,Sentiment
aplikasi burik aneh pas dikirimin kode whastapp nyasar nomor pas verifikasi telepon masuk pas coba lampau batas aplikasi error salah aplikasi nomor dihabisin batas burik niat publish aplikasi ngerugiin orang tau,-9,Negatif
ahahaha cek bayar cek nomer doang fitur pakai free saran sih aplikasi bayar playstore ya biar click bait,-2,Negatif
aplikasi bantu iklan maafaatnya lihat rating ya banyak badan ntang tolong timbang gara gara kejar premium tinggal terima kasih,-1,Negatif
download aplikasi cuman cek nomer asing masukselebihnya aplikasi cuman lengkap layar hp update bayar jarang banget min tolong kaji ulang ratingnya jeblokcepat lambat muncul aplikasi aplikasi tinggal gercep min kaji ulang lambat,1,Positif
pengin getcontact unt worth premium free unt tag kecewa apl smogabbsa ubah ya,3,Positif
aplikasi kikir premium premium aman sih suka gratis mudah gampang kayak aplikasi kikir tolong dev kasih gratis pliss,3,Positif
serba premium kayak tolong ubah fitur aplikasi kayak,-2,Negatif
pas masuk get contact masuk nomor teman lihat premium suka nya kayak kayak jelass download pengin lihat teman pacar kasih nama privasi premium kagak pokok nya,-1,Negatif
coba pakai aplikasi initapi aplikasi membantuuntuk daftar susah verifikasi samgat kepala pusingsangat bantu,-3,Negatif
login isi sesuai nomor hp klik nomor hp sesuai verifikasi gagal,1,Positif
lihat tag batas kali gapapa sih kali lihat tagar premium orang uang,1,Positif
asa deh lihat tag premium kesini knapa kurang ya tag ya banget premium orang sulit update,5,Positif
kecewa lantar bayar google play store top up langgan aplikasi mohon baik,1,Positif
aplikasi guna bagus cek nama telpon masuk hpsekarang lagiparah hapus sjaplikasi,-3,Negatif
kesini sono nih apk aman langsung tau nomor eh kagak lihat musti premium pakai iklan oke musti langgan awam pakai berat bayar balikin get contact kayak,2,Positif
get contact aman install ulang factory reset login notif kirim minta verifikasi,1,Positif
gasuka getcontact premium lihat tagar itu tuju ya diumpetin tagar ya huuuhhh,-1,Negatif
login verifikasi nomor input kirim verifikasi smstelpon nomor ya kurang angka ya verifikasi,2,Positif
sih bagus premium kasih sempat cek kontak orang cek kontak,-1,Negatif
aplikasi luncur kali cari tag kontak gratis cari tag minggu bayar,-2,Negatif
uninstal ngelag mulu hapus data login fiturnya premium,-1,Negatif
ribet premium pakai kali rugiiii banget mahal ribet,1,Positif
aplikasi aneh nomor verifikasi angka ya hilang digit ya masuk kode ya,1,Positif
aplikasi bagus memverikasi no telepon memverikasi no telepon capai limit tolong benar,-1,Negatif
moga getcontact tampil info nomor hp masalah langsung blokir spam panggil masalah guna get contact tenang aman,-3,Negatif
rekomendasi aplikasi bayar duluan pakai aplikasi iklan mahal,-1,Negatif
tag orang bayar kayak minimal mah batas ribet ya download getcontact tag orang bayar,-3,Negatif
guna jarang pakai apk suka cari iklan langgan bulan cek nomer orang,-1,Negatif
sih enakbisa no dikenaltapi langgan duludan proses loginnya bangetapk andal,2,Positif
buka aplikasi coba terang kirim minta verifikasi verifikasi,1,Positif
parah ya kaya klopun upgrade fitur kasih akses tag kali iklan,1,Positif
aplikasi ya bantu nomor kenal tolong fitur gratis iklan langgan berat,2,Positif
bayar ya dar ecek nomor bikin gratis ngeceknya nomor asing tibatiba telpon angkat,3,Positif
batas cari banget kecewa batas cari habis langgan cari,-3,Negatif
aplikasi sampah habis uninstall install login nomer gagal verifikasi aplikasi sampah,-5,Negatif
aplikasi cek nomor daftar bayar ecek nomor bulan,-3,Negatif
lihat tag orang premium beli premium sih kontak cari dikit nih apk butuhin serba premium jatuh banget,3,Positif
pas download gtc kayak ginidulu bayarini bayarga tarik download aplikasi initolong ubah biar tarik premium premium bayarenakan gtc baaaguss,3,Positif
lihat tag tipu tipu chat tau tipu moga fiturnya mesti premium lihat tag,3,Positif
kecewa fitur lihat tanda batas ya bulan minggu fitur guna anti penipuanspam tolong opsi ya kembali masuk iklan tag kontak,-1,Negatif
sih gua kagak langgan apps suka motongin dana gua sebel banget gua gua batal langgan potong dana gua aneh,-4,Negatif
banget kasih bintang gegara lihat tag nomor orang langgan lihat tag orang ilah sempat langgan gapapa batas full premium mending uninstall ganti aplikasi,3,Positif
tagar gabung premium ya tagar ya admin developer ya mohon tinjau ulang ya,2,Positif
hapus nih aplikasicuma lihat bayar harga umumkalau teknologitolong erti guna apaorang ecek bayaraplikasi pelit,2,Positif
pasang aplikasi apa baik bacq testimoni beli premium akses tagar kontak,1,Positif
aplikasi baguscuman ecek nomer langgan premium banget premium,3,Positif
premium lihat tag batas menuhin memori mending uninstall,1,Positif
aplikasi bikin rugi guna sok gua unlock premium masak panjang otomatis gaaada tuju bayar nya,1,Positif
aplikasi pas dah pasuk nomor wa suruh tunggu gue tunggu magrib hp gue dah panas banget layar gue matiin aplikasi iniaplikasi sampah,-5,Negatif
tahun jelek nih apk login kali kalai bikin akun suruh kode verivikasi login mending tutup li,-4,Negatif
lihat tag premium sih mohon baik bagus aplikasi bayar mulu,1,Positif
getcontact banget kirim verivikasi ya butuh banget banget suruh download sesuai iklan pokok gasuka,3,Positif
asa download aplikasi telefon ya no kenal yaapa biar langgan premium bayar ya uninstall deh,3,Positif
kecewa sih getcontact bayar dar lihat tag bayar buka platform nih iklan getcontact,1,Positif
aplikasi sih pasuk nomer pas verifikasi nomor salah mulu angka ya verifikasi orang nomor kurang,-1,Negatif
sih aplikasi dikit dikit premium premium rame dikit premium aplikasi ya lihat tag bayar ribet,-1,Negatif
aplikasi guna aplikasi langgan bayar lumayan kecewa fitur gratis,1,Positif
verifikasi pakai ktp lihat tag premium bayar lihat tag orang kayak,2,Positif
login errormau verifikasi nomor telp awal susahoke uninstall pindah app belah deh,-1,Negatif
guna hapus bayar andai getcontact layan hari biaya guna orang aplikasi,1,Positif
langgan nama tulis langgan uninstal kar a,2,Positif
koh get contact jeleeek banget buka langsung suruh langgan instal menit langsung uninstall,3,Positif
harusss premiumm apk premiummm kaum gratis akses apk very bad apk dulunyaa pamor alami turun guna only premium,3,Positif
langgan premium saldo potong buka ya aplikasi bodong,2,Positif
aplikasi install login download whatsapp maksud ya login hadehhh,1,Positif
bagus tau kayak pakai ya moga getcontact atas masala bicara moga getcontact ada update baru,1,Positif
langgan premium fitur hapus tag limit cari cek sisa kali limit,-2,Negatif
bantu tipu bantu tipu nih kayak ya gue tau butuh biaya tingkat teknologi enggak premium pakai sistem limit kali cek orang kadang kepake kadang ya sayang premium bulan kepak kali xperbaikin deh bintang muncul,1,Positif
bagus sih full nama ya teman save orang langgan premium,3,Positif
suka fitur bayar lot banyak iklan,-1,Negatif
pasuk nomor telepon cari orang sv pakai nama banget kayak ya kontak sayaperasaan iklan ya kayak,-1,Negatif
sesuai iklan ya kontak orang tau ya premiun lawak aplikasi,1,Positif
biaya teknologi tingkat kah tiap aplikasi iklan orang cari tag tonton iklan liat tag orang suka telpon sembarang bayar orang guna aplikasi liat unjung kontak nyaaplikasi banyak kayak giniklo guna ngelunjak,-3,Negatif
aplikasi lintah darat saldo dana sedot gara gara aplikasi klik premium bayar pasuk pin dana verivikasi wajah konfirmasi langsung nyedot saldo dana duit buang,3,Positif
masuk aplikasi ya susah pas masuk suruh premium iklan bntartapi cek kontaknggak banget sumpah mending pensi sih aplikasi kayak,-4,Negatif
malas pakai getcontact premium download bagus ya mah premium mending uninstall,2,Positif
berat hati kasih nilai buruk gratis atur privasi ya nyaman tipu luar minimal gratis sepenuh kasih kali sempat bulan aplikasi jalan masak premium lihat tag maaf uninstall,3,Positif
suka pakai cek cek nama cek nomer kenal coba pakai eh aplikasi login pakai no hp langsung sinkron pakai email no hp langsung sinkron coba logout login eh capai batas verifikasi bagus langsung uninstall,1,Positif
hilang get premiumdulu bagus banget aplikasi bagus cek id panggil kenal gratiskalau updetan suruh langgan get premiumkasi bintang,-2,Negatif
guna getcontact jujur kecewa ubah getcontact lihat tag nomor kenal lihat pakai premiumbayar banget bayar tag orangteman balikin minat mending uninstall,5,Positif
aplikasi bego lihat premium orang makenya ogah tolong baik,1,Positif
maaf kasih rating kecewa getcontact masuk nomer yaman masuk,-2,Negatif
aplikasi akun premium nomor hp nomor hp kloning aplikasi sayang hubung akun google akun premium mohon maaf bintang baik aplikasi ubah,-1,Negatif
henti langgan premium ya tarik bayar,3,Positif
barusan baru aplikasi buka aplikasi baru,-2,Negatif
ingat capai batas maksimum verifikasi talong apk ya login sulit,-1,Negatif
tagar langgan ya iklan,1,Positif
login susah verifikasi masuk,-2,Negatif
lihat tagar guna aplikasi dikit premium mending pakai apl bawa hp langgan aplikasi kadang penasaran tagar iklan terima premium preet,1,Positif
masuk gara ganti hp pas alih tau error,-3,Negatif
suruh bayar mahal liat tanda kontak pemting,-1,Negatif
aplikasi ya bagusbisa orang simpan nama kontak,-1,Negatif
nih aplikasi bayar download bayar fiturnya bayar download app ujung ya bayar,-1,Negatif
seru mainnyaa premium kayak main limit bulan orang uang apalahh,-1,Negatif
bintang lihat tagar harus bayar premium kesal anjir ya apk jasa banget mata duittan rada kecewa fitur iklan ya kamu bayar gue peduli bintang pokok aplikasi ubah gue masuk hapus,-1,Negatif
kayak apk lainini premium dasar developer miskin bikin apk premium iklan hps playstore gate kontak,1,Positif
bagus versi mah premium lihat,2,Positif
pakai premium kayak guna pakai batas bulan,-1,Negatif
bagus bermanfaatbisa bantu nge save nyamakasih,1,Positif
aneh ya udha premium cek kontak limit habis sih,1,Positif
bayar ya bintang dahu beli lihat engak kasih mode grtis,2,Positif
jelek batas banget fitur cari tag banget,-1,Negatif
banget update tuh lihat nomor telepon tag ya bayar sih bayar apa tuh lihat nama orang disave sih pokok update ulanggtitik ya tau pokok iklan premium ya hilang ya ajg,6,Positif
paket premium kali aplikasi henti search nohp orang,1,Positif
getcontact orang mentag kontak pakai fitnah tau kasih nama jelek fitnah kaya mending getcontact,-4,Negatif
batu premium iklan,1,Positif
buruk otomatis bayar dana aplikasi izin timbang,-1,Negatif
pas update ya bagus banget lo apk pas update batas jelek nih aplikasi oke gue developer butuh uang pasang iklan gapapa ber iklan gratis,3,Positif
bagus sih ya bayar kayak lihat tag bis agasih bayar,1,Positif
bayar jarang kepake mending dibatesin bulan minggu,-1,Negatif
ya fitur premium susah ecek peka getcontact,2,Positif
kemarin jadi aneh akun getcontact cari nomor pacar kali marah pacar maksud nomor kali laku lantas tunjuk bukti ss ya kaget ya nama akun getcontact orang akun simcard telepon pegang ngeri dunia baja canggih tim getcontact pakai akun premiumkok,-4,Negatif
batu identitas kenal nomor telepon,1,Positif
tag premium download apk minimal bulan kasih sempat kali cek kontak gratis langgan kbulan worth jarang cek kontak asing kayak loh,-2,Negatif
premium pakai kode akses masuk nya ribet,-1,Negatif
tolong langgan masuk apk verifikasi ya panggil,-1,Negatif
upgrade premium buka aplikasi,1,Positif
limit lihat kontak orang limit dah habis,1,Positif
lihat tagar nama orang aplikasi upgrade bayar premium aplikasi ecek nomor suka telfon kenal benarbenar kecewa,-1,Negatif
daftar notifikasi verifikasi ya biar masuk,-1,Negatif
cari nomor bayar pas log ulang nomor verifikasi,-1,Negatif
bagus ecek nomer tonton iklan premium pakai ngelunjak premium ecek uninstall,1,Positif
premium mahal akses gratis,4,Positif
aplikasi bagus jarang iklan bebrapa sayang lihat tagar premium wajar pihat get contact butuh biaya keluh kesah kadang masuk aplikasi ganggu koneksi bagus sinyal bikin lag orang telfon mohon diperbaikin sukses,-1,Negatif
premium ngesave nomor,1,Positif
tida bantu awalharus premium lihat nomer jahat,1,Positif
verifikasi dataa input nomor hp kurang otomatis nomor hpnya,-1,Negatif
name tag ambil premium,-1,Negatif
mohon baik susah verifikasi tulis nomer gilir verifikasi telfon nomer salah,-2,Negatif
ck kayak pakai premium ck,1,Positif
aplikasi buruk daftar nomor akun mohon erti apk getcontact,-2,Negatif
gratis kayak dulusekarang premium ah bantu,1,Positif
membantutapi gratis lagimusti bayar,1,Positif
premium premium ecek tag kontak muncul get contact contoh pasu tag istimewa nomor teman kontak tag cari get contact iseng ecek tag aplikasi sahabat nama kontak nama get contact hahha aplikasi tolong baik,-2,Negatif
langgan premium batas biaya stop langgan batal langgalan google play ya nagih ya walakhir potong uang pas pas spay biar cancel langgan ya terus,6,Positif
lihat tagar nama premium premium cari tau,1,Positif
langgan pas ganti hp aneh masuk nyantumkan nomer telepon email pas verifikasi nomer hp sistem nomer hp ubah nomer ya ya hubung tolong manajemen getcontact baik sistem aplikasi ya batalin langgan ya sedot saldo ya terimakasih,7,Positif
parah jelek banget ganti premium batas milik apk ya cari uang orangorang download uang kayak maruk banget malas pakai apk bagus contac found premium premium an,-1,Negatif
pengin kasih rating kali download ulang gc login kali coba login anggap req tolong baik minimal kasih gratis kali lihat tag,1,Positif
maaf uninstall bantu buka cek langsung arah premiumsetidaknya kasih iklan baikkalau alas tingkat teknologi paham target orang indonesia masyarakat tau laku penipuaneh mala ubah fitur premiummohon maaf uninstall sekian terimakasih,-1,Negatif
beda banget suruh bayar lihat penandanama orang kontak suruh bayarrr iklan doang mah suruh bayar premiumharus tonton iklan,-3,Negatif
ulas bintang sih enak bantu cari informasi gilir rame bantu orang suruh bayar asik suka baik minimal bayar bayar iklan doang mah,-2,Negatif
getcontact aneh ya klik panggil kini buka menu profil milik nomor telpon langsung nomernya interfacenya,3,Positif
langgan bayar bayar tahu pas bulan bayar kali engah ternyta double nih rugi costumer bayar double tuh,1,Positif
update ya konyol orang download app jaga jaga ya lihat tanda ya turun rating ya aneh kembang pasu mending fitur rasa guna pasuk premium fiturnya fitur tanda masuk bilang fitur tanda konten utama app jadi premium ya aplikasi ya konyol,3,Positif
kakak ayo dikit premium iklan sih terima yaaaaa bayar konsumen rugi pakai apk bulan langgan ya masuk kasih maksimal bulan tuh kali lihat tagar terima yuk yuk kayak gc muncul,3,Positif
bayaraplikasi bayarkalo maka aplikasi anak pencet tau bayar aplikasi cari tau nama kontak orang bayargak donwlod donwlod bayar percaya iklaniklan bilang bayar,-6,Negatif
get kontak payah mah agungin gapapa lihat iklan hari kali cek nomer timbal kalo bayar ya minimal harga segitu taun deh bulan cek nomer doang sedih pokonyaa mah kenal ang ang ang,-5,Negatif
